uniprot	swissprot	drug_name	act_value	act_type	action_type	source_name	reference	smiles	ChEMBL_Id
Q96GD4	AURKB_HUMAN	axitinib	7.96	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1289926	CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1	CHEMBL1289926
Q15465	SHH_HUMAN	vismodegib	7.82	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL473417	CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC=C(Cl)C(=C1)C1=CC=CC=N1	CHEMBL473417
Q9NY91	SC5A4_HUMAN	dapagliflozin	8.87	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL429910	[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC(CC2=CC=C(OCC)C=C2)=C(Cl)C=C1	CHEMBL429910
Q8WWX8	SC5AB_HUMAN	dapagliflozin	6.42	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL429910	[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC(CC2=CC=C(OCC)C=C2)=C(Cl)C=C1	CHEMBL429910
Q8TDR2	STK35_HUMAN	bosutinib	8.7	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
P54760	EPHB4_HUMAN	bosutinib	8.04	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
O14976	GAK_HUMAN	bosutinib	8.89	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
Q13163	MP2K5_HUMAN	bosutinib	8.09	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
Q92918	M4K1_HUMAN	bosutinib	7.82	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
P09769	FGR_HUMAN	bosutinib	8.2	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
P42685	FRK_HUMAN	bosutinib	8.85	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
P29322	EPHA8_HUMAN	bosutinib	8.05	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
P29320	EPHA3_HUMAN	bosutinib	8.24	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
O94804	STK10_HUMAN	bosutinib	8.15	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
Q9Y4K4	M4K5_HUMAN	bosutinib	9.3	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
Q8N4C8	MINK1_HUMAN	bosutinib	8.49	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
Q9UKE5	TNIK_HUMAN	bosutinib	7.51	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
Q9H2G2	SLK_HUMAN	bosutinib	8.33	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
P54756	EPHA5_HUMAN	bosutinib	7.57	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
P54764	EPHA4_HUMAN	bosutinib	7.74	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
Q8IVH8	M4K3_HUMAN	bosutinib	8.29	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
Q9Y2U5	M3K2_HUMAN	bosutinib	7.52	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
P42684	ABL2_HUMAN	bosutinib	8.82	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
P51451	BLK_HUMAN	bosutinib	8.48	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
Q9H0K1	SIK2_HUMAN	bosutinib	7.54	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
P42684	ABL2_HUMAN	bosutinib	8.96	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
O95819	M4K4_HUMAN	bosutinib	8.09	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
Q56UN5	M3K19_HUMAN	bosutinib	7.8	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
P29323	EPHB2_HUMAN	bosutinib	8.08	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
P57059	SIK1_HUMAN	bosutinib	7.52	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
Q12851	M4K2_HUMAN	bosutinib	8.51	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441	COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl	CHEMBL288441
Q9UGI6	KCNN3_HUMAN	dequalinium	5.89	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL333826	CC1=[N+](CCCCCCCCCC[N+]2=C(C)C=C(N)C3=CC=CC=C23)C2=CC=CC=C2C(N)=C1	CHEMBL333826
P0DMS8	AA3R_HUMAN	choline theophyllinate	7.85	Ki	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200434	C[N+](C)(C)CCO.CN1C2=C(N=C[N-]2)C(=O)N(C)C1=O	CHEMBL1200434
P41597	CCR2_HUMAN	plerixafor	10.4	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL18442	C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1	CHEMBL18442
P0DMS8	AA3R_HUMAN	bufylline	7.85	Ki	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2104089		CHEMBL2104089
P12104	FABPI_HUMAN	choline fenofibrate	6.0	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL981	CC(C)(OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1)C(O)=O	CHEMBL981
Q16678	CP1B1_HUMAN	diosmetin	7.54	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL90568	COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1	CHEMBL90568
P05413	FABPH_HUMAN	linolenic acid	8.56	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL8739	CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O	CHEMBL8739
P34913	HYES_HUMAN	regorafenib	9.3	IC50	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1946170	CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=CC=N1	CHEMBL1946170
Q9C098	DCLK3_HUMAN	tofacitinib	8.35	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL221959	C[C@@H]1CCN(C[C@@H]1N(C)C1=C2C=CNC2=NC=N1)C(=O)CC#N	CHEMBL221959
P51813	BMX_HUMAN	ibrutinib	9.1	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1873475	NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C	CHEMBL1873475
P25774	CATS_HUMAN	simeprevir	6.1	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL501849	[H][C@@]12C[C@]1(NC(=O)[C@]1([H])C[C@]([H])(C[C@@]1([H])C(=O)N(C)CCCC\C=C/2)OC1=CC(=NC2=C1C=CC(OC)=C2C)C1=NC(=CS1)C(C)C)C(=O)NS(=O)(=O)C1CC1	CHEMBL501849
Q13163	MP2K5_HUMAN	nintedanib	8.74	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
Q14680	MELK_HUMAN	nintedanib	8.31	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
O43318	M3K7_HUMAN	nintedanib	8.39	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
P49759	CLK1_HUMAN	nintedanib	8.06	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
P33981	TTK_HUMAN	nintedanib	7.66	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
O75716	STK16_HUMAN	nintedanib	7.74	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
P14616	INSRR_HUMAN	nintedanib	7.68	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
Q9NSY1	BMP2K_HUMAN	nintedanib	8.66	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
Q9HAZ1	CLK4_HUMAN	nintedanib	7.74	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
Q13043	STK4_HUMAN	nintedanib	8.05	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
Q00536	CDK16_HUMAN	nintedanib	7.68	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
Q15831	STK11_HUMAN	nintedanib	7.74	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
P32298	GRK4_HUMAN	nintedanib	7.77	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
Q9Y2U5	M3K2_HUMAN	nintedanib	8.03	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
Q13523	PRP4B_HUMAN	nintedanib	8.08	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
Q08345	DDR1_HUMAN	nintedanib	7.92	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
Q56UN5	M3K19_HUMAN	nintedanib	8.28	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
P30530	UFO_HUMAN	nintedanib	7.92	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
P78356	PI42B_HUMAN	nintedanib	7.77	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
Q9H093	NUAK2_HUMAN	nintedanib	7.68	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
Q9UPE1	SRPK3_HUMAN	nintedanib	7.92	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
Q9BRS2	RIOK1_HUMAN	nintedanib	7.64	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
Q13976	KGP1_HUMAN	nintedanib	7.85	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
Q12866	MERTK_HUMAN	nintedanib	8.07	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835	COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2	CHEMBL502835
Q9BPV8	P2Y13_HUMAN	cangrelor	8.3	IC50	ANTAGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=1776	CSCCNC1=NC(SCCC(F)(F)F)=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)C(Cl)(Cl)P(O)(O)=O)[C@@H](O)[C@H]1O	CHEMBL334966
O75376	NCOR1_HUMAN	romidepsin	9.819999694824219	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL343448	[H][C@]12CC(=O)N[C@]([H])(C(C)C)C(=O)N[C@]([H])(CSSCC\C=C\1)C(=O)N\C(=C/C)C(=O)N[C@@]([H])(C(C)C)C(=O)O2	CHEMBL343448
Q15125	EBP_HUMAN	tamoxifen	9.0	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL83	CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1	CHEMBL83
Q9UBM7	DHCR7_HUMAN	tamoxifen	9.0	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL83	CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1	CHEMBL83
P24385	CCND1_HUMAN	palbociclib	8.699999809265137	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL189963	CC(=O)C1=C(C)C2=C(N=C(NC3=NC=C(C=C3)N3CCNCC3)N=C2)N(C2CCCC2)C1=O	CHEMBL189963
P24385	CCND1_HUMAN	palbociclib	8.420000076293945	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL189963	CC(=O)C1=C(C)C2=C(N=C(NC3=NC=C(C=C3)N3CCNCC3)N=C2)N(C2CCCC2)C1=O	CHEMBL189963
Q15822	ACHA2_HUMAN	nicotine	8.260000228881836	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL3	CN1CCC[C@H]1C1=CC=CN=C1	CHEMBL3
Q9Y618	NCOR2_HUMAN	romidepsin	7.739999771118164	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL343448	[H][C@]12CC(=O)N[C@]([H])(C(C)C)C(=O)N[C@]([H])(CSSCC\C=C\1)C(=O)N\C(=C/C)C(=O)N[C@@]([H])(C(C)C)C(=O)O2	CHEMBL343448
Q08828	ADCY1_HUMAN	colforsin daropate	7.389999866485596	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL52606	[H][C@@]12[C@H](OC(=O)CCN(C)C)[C@H](OC(C)=O)[C@@]3(C)O[C@](C)(CC(=O)[C@]3(O)[C@@]1(C)[C@@H](O)CCC2(C)C)C=C	CHEMBL52606
P10145	IL8_HUMAN	ibuprofen	7.300000190734863	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL521	CC(C)CC1=CC=C(C=C1)C(C)C(O)=O	CHEMBL521
A5X5Y0	5HT3E_HUMAN	metoclopramide	7.300000190734863	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL86	CCN(CC)CCNC(=O)C1=C(OC)C=C(N)C(Cl)=C1	CHEMBL86
O95264	5HT3B_HUMAN	metoclopramide	7.300000190734863	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL86	CCN(CC)CCNC(=O)C1=C(OC)C=C(N)C(Cl)=C1	CHEMBL86
Q70Z44	5HT3D_HUMAN	metoclopramide	7.300000190734863	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL86	CCN(CC)CCNC(=O)C1=C(OC)C=C(N)C(Cl)=C1	CHEMBL86
Q8WXA8	5HT3C_HUMAN	metoclopramide	7.300000190734863	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL86	CCN(CC)CCNC(=O)C1=C(OC)C=C(N)C(Cl)=C1	CHEMBL86
P07478	TRY2_HUMAN	dabigatran etexilate	7.300000190734863	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL48361	CCCCCCOC(=O)NC(=N)C1=CC=C(NCC2=NC3=CC(=CC=C3N2C)C(=O)N(CCC(=O)OCC)C2=NC=CC=C2)C=C1	CHEMBL48361
P35030	TRY3_HUMAN	dabigatran etexilate	7.300000190734863	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL48361	CCCCCCOC(=O)NC(=N)C1=CC=C(NCC2=NC3=CC(=CC=C3N2C)C(=O)N(CCC(=O)OCC)C2=NC=CC=C2)C=C1	CHEMBL48361
P43005	EAA3_HUMAN	glutamic acid	7.289999961853027	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL76232	N[C@@H](CCC(O)=O)C(O)=O	CHEMBL76232
Q15822	ACHA2_HUMAN	nicotine	7.150000095367432	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL3	CN1CCC[C@H]1C1=CC=CN=C1	CHEMBL3
Q05901	ACHB3_HUMAN	nicotine	7.070000171661377	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL3	CN1CCC[C@H]1C1=CC=CN=C1	CHEMBL3
Q15825	ACHA6_HUMAN	nicotine	7.070000171661377	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL3	CN1CCC[C@H]1C1=CC=CN=C1	CHEMBL3
P55789	ALR_HUMAN	pecazine	7.010000228881836	AC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL395110	CN1CCCC(CN2C3=CC=CC=C3SC3=CC=CC=C23)C1	CHEMBL395110
P02753	RET4_HUMAN	retinol acetate	6.739999771118164	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL986	CC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C	CHEMBL986
P04278	SHBG_HUMAN	estriol succinate	6.630000114440918	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL193482	[H][C@@]12C[C@@H](OC(=O)CCC(O)=O)[C@H](OC(=O)CCC(O)=O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H]	CHEMBL193482
P24046	GBRR1_HUMAN	aminobutyric acid	6.570000171661377	EC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL96	NCCCC(O)=O	CHEMBL96
P24557	THAS_HUMAN	tannic acid	6.489999771118164	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL506247		CHEMBL506247
P55789	ALR_HUMAN	promethazine	6.440000057220459	AC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL643	CC(CN1C2=CC=CC=C2SC2=C1C=CC=C2)N(C)C	CHEMBL643
P55789	ALR_HUMAN	olanzapine	6.429999828338623	AC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL715	CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2	CHEMBL715
P55789	ALR_HUMAN	pyrithione	6.360000133514404	AC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1356238	[O-][N+]1=C(S)C=CC=C1	CHEMBL1356238
Q8TCT1	PHOP1_HUMAN	lansoprazole	6.360000133514404	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL480	CC1=C(CS(=O)C2=NC3=C(N2)C=CC=C3)N=CC=C1OCC(F)(F)F	CHEMBL480
